"﻿Customer Name","Customer Country","Description of the Customer's AI Use Case(s)","Opportunity Size V2",Status,Maturity,"Importance Classification","Priority - CoE Priotization","AI CoE Lead","AI Co-Prime",Specialist,"Opportunity ID",Region,"Slack Channel",Date,"Submitter Slack Email",Submitter,Comments,Proposal,Canvas,Partner,"Last communication"
"Sully Ai Solution Deployment on OCI","Saudi Arabia","stc and Sully Ai are looking to partnership in proposing Healthcare solution to Saudi Market. Sully ai team has asked for GPU Infrastructure. currently they are looking to use Groq LLM as a service in Saudi Arabia as another option. we need CoE support in: 1. Sizing the Solution on OCI LLM services, 2. support in preparing a comparison to Groq Services",<=$1M,Paused,,"Tier 1 - Incoming Engagement",,"saad.akbar@oracle.com, aseel.addawood@oracle.com",osama.alhaj-issa@oracle.com,,A83J9Q,MEA,C08MUMKHRF0,"April 14th, 2025 at 10:46 AM UTC",U033CGY0TBL,ibraheem.al-khashman@oracle.com,"No response from account team after initial channel setup",,,,
CityStars,Egypt,"Customer interested to  know more about AI use cases for Malls and Hotels.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,A77RZV,MEA,,"April 18th, 2025 at 10:08 AM UTC",U03DHSLQLKW,radwa.younis@oracle.com,,,,,
"Sharqia Development Authority","Saudi Arabia","The customer has launched their GIS platform last Jan and they are keen to explore AI use case",<=$500K,Active,Discovery,"Tier 1 - Incoming Engagement",,aseel.addawood@oracle.com,,,A6VV73,MEA,C08P3QV69FC,"April 18th, 2025 at 7:05 PM UTC",U041MM8M4BS,reem.hassounah@oracle.com,,,,,
"Jordan Customs Department",Jordan,"Our proposed solution will be build on C3 with GPUs, as the customer is unable to utilize our public OCI. since the customer, is a government entity is interested in understanding how we can assist with customs procedures using AI. Additionally, they have requested any relevant use cases from other countries that we can share.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,alaa.ali.hassan@oracle.com,,AWQVF7,MEA,C092U1TMGCC,"April 20th, 2025 at 5:00 PM UTC",U06UVV0KY7Q,mohammed.al.meqbel@oracle.com,,,,,
"Arab National Bank - Saudi Arabia","Saudi Arabia","Oracle + ANB – GenAI Collaboration Opportunity
On April 15, 2025, Oracle met with the Arab National Bank (ANB) AI Factory and Architecture teams to explore a strategic collaboration around Generative AI (GenAI). The session focused on aligning Oracle Cloud Infrastructure (OCI) and AI services with ANB’s digital transformation goals across IT and Data Office departments.

ANB shared a diverse list of 13 high-impact GenAI use cases, ranging from frontline AI virtual agents and HR automation to personal finance management and sales coaching. Oracle presented its 4-layer AI technology stack—spanning infrastructure, data platforms, AI services, and applications—along with GPU availability in the Kingdom and upcoming enhancements.

Key highlights include:

Strong appetite from ANB to explore and implement GenAI use cases rapidly.

Hands-on exploration and POC development planned in the next 4 weeks.

Credits and technical guidance to be provided by Oracle, including GPU architecture advisory.

ANB’s current Oracle SaaS footprint (e.g., HR and Procurement) enables plug-and-play integrations with GenAI-powered assistants and automation tools.

The collaboration represents a clear opportunity to establish ANB as a GenAI-first bank in the Kingdom, leveraging OCI’s AI-native stack, GPU roadmap, and secure local deployment.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,aseel.addawood@oracle.com,mahmoud.soubra@oracle.com,,A84HW7,MEA,,"April 21st, 2025 at 1:00 PM UTC",U07UKNN069Y,mahmoud.soubra@oracle.com,,,,,
"Partners Banka","Czech Republic","Partners Banka aims to validate the capabilities and implementation of AI services using Oracle Cloud Infrastructure (OCI). The PoC will focus on two distinct use cases to demonstrate feasibility, scalability, security, and value.

PoC #1: Secure Integration of Local GPT with SSO Authentication

Objectives:
- Deploy and test a local Large Language Model (LLM) within OCI.
- Validate secure Single Sign-On (SSO) authentication via Microsoft EntraID.
 - Ensure that the LLM accesses internal Atlassian Jira and GitLab data securely using the authenticated user's credentials. 
- Verify capabilities for logging, auditing, and security restrictions at the user level.

PoC #2: AI-driven Document Processing and Analysis
Objectives:
 - Establish a scalable and secure AI-driven solution for processing large volumes of unstructured and semi-structured documents.
 - Demonstrate AI OCR capabilities for extracting structured data from scanned, handwritten, and digitally readable documents.
 - Analyze and organize documents based on semantic similarity and contextual relevance.
 - Identify and flag inconsistencies, duplications, and potential fraud indicators within documents.

For the second use case some of the similar work was done in Poland for another customer, have the info and the support of the involved team.",<=$500K,Active,Solutioning,"Tier 3 - Strategic Engagement",,frank.riemer@oracle.com,,,A889R4,SMB,C08PJGBUR25,"April 22nd, 2025 at 3:24 PM UTC",U08A070C55K,yakov.ozer@oracle.com,"• Drafting JEP for intelligent internal Banking Assistant",,,,
"Nippur Iraq",Iraq,"Hi Team
The customer is trying to interested in implementing a solution which will enable C-Levels to ask any question to provide answers instantly for them, the customer is currently using JDE, we want to present for them our GenAI services and how they can achieve this.","<= $100K",Paused,,"Tier 1 - Incoming Engagement",,saad.akbar@oracle.com,,,A7M8N3,SMB,C08NUR7F8G7,"April 23rd, 2025 at 5:26 AM UTC",U06NXNLB3S6,raad.malkawi@oracle.com,"initial qualification stage with request initiator.",,,,
"Het Waterschapshuis","The Netherlands","Het Waterschapshuis is a project management and advisory organisation of and for the 21 Dutch water boards (vital organisations for the Dutch to keep their feet dry). One of the prime activities of those water boards is inspection and monitoring of dikes, which is a very labour intense (and expensive) activity. Using AI to analyse satellite or drone images, comparing old and new, and searching for traces of invasive animals will reduce that labour intense activity to responding to insights from AI. A demo to showcase this is requested.
The size of the opportunity is to be defined, and is depending on responses of 21 individual water boards to the requested AI demo.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,A898W2,West,,"April 23rd, 2025 at 11:35 AM UTC",WBPBKCQ20,sjaak.vossepoel@oracle.com,,,,,
TDRA,UAE,"Intelligent Assistant and Analytics Platform for multiple federal entities",<=$1M,Active,Solutioning,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A87BSY,MEA,C08N695DK6G,"April 14th, 2025 at 12:24 PM UTC",WBPC7RJAV,mohamed.nabil@oracle.com,,,,,
"Request for a customer workshop",Kenya,"Customer is an Insurance company that is developing their AI strategy. They would like a workshop to discuss Insurance industry specific use cases and how they would implement them in their organization. Requesting for a Domain Specialist to conduct a workshop on either 23rd April 2025, or 24th April 2025.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,A7T7WN,MEA,,"April 14th, 2025 at 9:13 AM UTC",U037JGK2Y7P,grace.g.gitaari@oracle.com,,,,,
Framestore,UK,"Hi team,
I have a customer who is interested in our Generative AI Service, and they have main questions related to the extra layer of access we can provide to our LLM models. They are building their Models on Prem and interested in this particular part. Their use cases involve high levels of customization to many different algorithms in the field of autoregressors and denoising diffusion networks. 
“Obviously the details of our use cases are intertwined with the techniques and processes unique to our company and so I cannot divulge them here. Due to the low level of access that we need to gain in order to be able to use a model we are looking to work with people who first and foremost have full ownership of the models, data and pretrained checkpoints and are able to provide them for commercial use with a liability shield in case poisoned data is found to have made its way into a checkpoint.”
If this is the case for our  models then customer will be glad to setup a meeting with their tech ML holders and your AI team.
Please let me know if you can assist me here. Thank you","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A874JL,SMB,,"April 8th, 2025 at 10:45 AM UTC",WBNUBSE7J,anton.zotin@oracle.com,,,,,
"CaixaBank ",Spain,"Hi team @here, does anyone know who the Co-Prime for the Spain market is?",<=$500K,Active,Qualification,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A7VTNV,South,C08N4BFJ8GY,"April 9th, 2025 at 1:02 PM UTC",U07UW9AV9P1,jorge.rodriguez.pereyra@oracle.com,,,,,
"New Opportunity",Egypt,"We received an AI-related requirement from a customer in Egypt. They are specifically looking for any presentation materials or video talks that showcase the use of AI and Oracle Cloud in smart agricultural technology.
If you have any relevant use cases, presentations, or content on this topic, I would greatly appreciate it if you could kindly share.
Looking forward to your kind support.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,NewOpp,MEA,,"April 8th, 2025 at 2:23 PM UTC",U0888LX0X0D,ghulam.qadir@oracle.com,,,,,
"UDC Qatar",Qatar,"They are Qatar's leading construction firm, engaged in several industry sectors and operating subsidiaries in the segments of mainly real estate development & construction, and also hydrocarbon & energy, hospitality & leisure, and infrastructure & utilities.
Customer is interested in learning more about Oracle’s Generative AI offerings and would like to request a workshop or presentation to introduce the capabilities, use cases, and potential value our Gen AI products could bring to their company.
We have already in touch with Kashif Manzoor for this customer.","<= $100K",Active,Discovery,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,,A88LGC,SMB,C08MB7AGZCP,"April 9th, 2025 at 4:39 AM UTC",WBQ37DE7P,aykut.er@oracle.com,,,,,
"ArabNational Bank","Saudi Arabia","Here is the list of Gen-AI use cases that we need to cover/discuss for both the I.T. and Data Office departments of ANB:

Frontline AI Virtual Agent: Conversational application, insights, and assistance
Modern Work AI: Employee digital assistance
Consult AI: Knowledge management
Document Generator & Analyzer: Business analysis documents, risk assessment documents
Decision Automation: Credit scoring/loan eligibility
Generative AI: Code generator
Content GenAI: Marketing & communications
Sales Coach AI: Product recommendation assistance
AI for R&D and Benchmark: New product creation
Generative AI for HR: Setting objectives
Knowledge Base for Customer Care Agent
Gen-AI Powered Relationship Manager for Wholesale Banking
Gen-AI Powered Personal Finance Management (PFM) for Retail Customers
 
Next step: A deep dive into OCI: Gen-AI platforms/services, GPUs,  data science platform. Workshop Date for April 14th or 15th.","<= $100K",Active,Discovery,"Tier 1 - Incoming Engagement",,aseel.addawood@oracle.com,mahmoud.soubra@oracle.com,,A84HW7,MEA,C08MD2L39C5,"April 9th, 2025 at 8:10 AM UTC",U07UKNN069Y,mahmoud.soubra@oracle.com,,,,,
Convertr,UK,"Hi Team,

I have a customer who is looking to implement an AI digital assistant into their company. I have requested them to provide us with a sample of data but it would be nice to have a specialist on the call to go through a workshop with them regarding AI chatbots and our RAG services. They are open to other AI products aswell but the main focus will be the digital assistant. 

Thank you in advance,

Rashmi","<= $100K",Active,,"Tier 1 - Incoming Engagement",,saad.akbar@oracle.com,,,A5YXN68,West,C08MCB27Q7P,"April 9th, 2025 at 8:17 AM UTC",U07HQ9GBD5H,rashmi.karkada@oracle.com,"initial conversation with customer for AI Value prop, meeting to be scheduled in last week of April",,,,
Samcrete,Egypt,"cloud-native eLibrary Document Management System to centralize, manage, and deliver digital reading materials to subscribed users. 
It is to be Integrated with AI Services for 
 - Translation to multiple languages
 - Voice interaction and accessibility tools
 - Predictive analytics on usage pattern
 
Guidance and assistance in providing proposal and budgetary quote to the customer","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement","SMB & ISV",srinivas.karri@oracle.com,mahmoud.soubra@oracle.com,,n,SMB,C08NWN4E9E0,"April 9th, 2025 at 9:27 AM UTC",WBA5YD6DN,iman.abdelraouf@oracle.com,,,,,
Roima,Sweden,"My customer Roima, would like to have a session focus on the AI / Machine Learning features of 23ai and their practical applications to give us some vision what it would be possible to do with those features when we are talking about Manufacturing Operations Management (MOM), ERP or Product Lifecycle Management  (PLM) kind of applications and related data available in the DB to play with?

Please let me know who can help me and the customer.","<= $100K",Paused,,"Tier 1 - Incoming Engagement",,saad.akbar@oracle.com,,,"ROIMA International",SMB,C08M7A357RC,"April 9th, 2025 at 10:58 AM UTC",WBAPBPVGB,rudy.tan@oracle.com,"AI in manufacturing and supply chain, initial session scheduled.",,,,
